#,PSRJ,P0,P1,DM,BINARY,DIST,DIST_DM,BSURF,
1296,J1756-2225,0.404980,5.27e-14,329.00,*,4.779,4.779,4.67e+12,
1297,J1756-2435,0.670480,2.85e-16,367.10,*,3.833,3.833,4.42e+11,
1298,J1756-2619,0.724514,1.24e-15,534.00,*,5.113,5.113,9.58e+11,
1299,J1757-1500,0.179354,1.50e-15,150.00,*,4.222,4.222,5.26e+11,
1300,J1757-2223,0.185310,7.82e-16,239.30,*,3.727,3.727,3.85e+11,
1301,J1757-2421,0.234109,1.30e-14,179.58,*,3.125,3.125,1.76e+12,
1302,J1758+3030,0.947256,7.20e-16,35.07,*,3.279,3.279,8.36e+11,
1303,J1758-1931,0.692552,1.69e-14,207.00,*,4.544,4.544,3.46e+12,
1304,J1758-2206,0.430278,9.56e-16,678.00,*,15.054,15.054,6.49e+11,
1305,J1758-2540,2.107263,1.55e-15,218.20,*,3.410,3.410,1.83e+12,
1306,J1758-2630,1.202893,5.17e-15,328.00,*,4.351,4.351,2.52e+12,
1307,J1758-2846,0.766706,9.41e-17,66.60,*,2.006,2.006,2.72e+11,
1308,J1759+5036,0.176016,2.43e-19,7.78,DD,0.543,0.543,6.62e+09,
1309,J1759-1029,2.512263,1.57e-14,115.40,*,2.519,2.519,6.36e+12,
1310,J1759-1736,0.798452,2.55e-16,206.00,*,4.917,4.917,4.57e+11,
1311,J1759-1903,0.731505,3.07e-15,467.00,*,21.807,21.807,1.52e+12,
1312,J1759-1940,0.254720,9.34e-17,302.70,*,7.985,7.985,1.56e+11,
1313,J1759-1956,2.843389,1.86e-14,236.40,*,4.620,4.620,7.35e+12,
1314,J1759-2205,0.460983,1.09e-14,176.96,*,3.254,3.254,2.26e+12,
1315,J1759-2302,0.810718,1.07e-14,889.00,*,5.780,5.780,2.99e+12,
1316,J1759-2307,0.558889,3.76e-15,812.60,*,5.345,5.345,1.47e+12,
1317,J1759-2549,0.956549,9.96e-14,424.00,*,4.841,4.841,9.88e+12,
1318,J1759-2922,0.574400,4.63e-15,79.42,*,2.417,2.417,1.65e+12,
1319,J1759-3107,1.078956,3.77e-15,128.87,*,3.109,3.109,2.04e+12,
1320,J1759-5505,0.373392,4.39e-16,63.00,*,3.096,3.096,4.10e+11,
1321,J1800+5034,0.578375,1.17e-16,22.71,*,1.936,1.936,2.63e+11,
1322,J1800-0059,1.192544,2.70e-17,84.20,*,4.523,4.523,1.82e+11,
1323,J1800-0125,0.783185,1.15e-14,51.00,*,1.477,1.477,3.04e+12,
1324,J1800-2114,1.799272,5.50e-16,641.00,*,16.111,16.111,1.01e+12,
1325,J1801-0357,0.921493,3.30e-15,120.33,*,5.740,5.740,1.77e+12,
1326,J1801-0857G,0.051591,1.07e-19,185.06,*,9.200,6.957,2.37e+09,
1327,J1801-1855,2.550498,1.82e-16,484.00,*,20.074,20.074,6.90e+11,
1328,J1801-1909,1.108725,7.03e-16,264.00,*,4.897,4.897,8.93e+11,
1329,J1801-2115,0.438113,1.55e-17,778.80,*,14.872,14.872,8.35e+10,
1330,J1801-2154,0.375302,1.60e-14,386.00,*,4.132,4.132,2.48e+12,
1331,J1801-2304,0.415827,1.13e-13,1067.85,*,4.000,6.431,6.93e+12,
1332,J1801-2451,0.124924,1.28e-13,291.55,*,3.803,3.803,4.04e+12,
1333,J1801-2920,1.081911,3.29e-15,125.38,*,3.013,3.013,1.91e+12,
1334,J1801-3458,1.385604,3.97e-16,146.00,*,5.914,5.914,7.51e+11,
1335,J1802+0128,0.554262,2.11e-15,97.97,*,7.686,7.686,1.09e+12,
1336,J1802-0523,1.680573,2.65e-15,121.00,*,4.070,4.070,2.14e+12,
1337,J1802-1745,0.514671,5.64e-16,264.20,*,6.598,6.598,5.45e+11,
1338,J1802-2426,0.569007,8.56e-15,711.00,*,12.868,12.868,2.23e+12,
1339,J1802-3346,2.461052,1.32e-15,217.00,*,13.673,13.673,1.82e+12,
1340,J1803-1616,0.536596,1.77e-15,388.00,*,19.037,19.037,9.87e+11,
1341,J1803-1857,2.864338,1.52e-14,392.00,*,10.787,10.787,6.67e+12,
1342,J1803-1920,0.443649,3.30e-16,436.10,*,12.537,12.537,3.87e+11,
1343,J1803-2137,0.133667,1.34e-13,234.04,*,4.400,3.425,4.29e+12,
1344,J1803-2149,0.106334,1.95e-14,*,*,*,*,1.46e+12,
1345,J1803-2712,0.334415,1.71e-17,165.50,BT,3.468,3.468,7.66e+10,
1346,J1803-3329,0.633412,3.37e-16,170.90,*,7.810,7.810,4.68e+11,
1347,J1804-2228,0.570511,1.43e-16,424.00,*,4.054,4.054,2.89e+11,
1348,J1805+0306,0.218712,9.99e-16,80.86,*,5.253,5.253,4.73e+11,
1349,J1805-0619,0.454651,9.72e-16,145.91,*,5.342,5.342,6.73e+11,
1350,J1805-1504,1.181269,2.73e-16,225.00,*,5.409,5.409,5.75e+11,
1351,J1805-2032,0.405769,8.39e-15,932.00,*,6.693,6.693,1.87e+12,
1352,J1805-2037,0.357807,1.76e-15,708.10,*,4.983,4.983,8.02e+11,
1353,J1805-2447,0.661402,5.82e-18,269.00,*,4.576,4.576,6.28e+10,
1354,J1805-2948,0.428341,4.74e-16,167.90,*,4.589,4.589,4.56e+11,
1355,J1806+1023,0.484286,5.73e-17,52.03,*,2.951,2.951,1.68e+11,
1356,J1806-1154,0.522620,1.41e-15,122.23,*,3.005,3.005,8.68e+11,
1357,J1806-1618,0.668309,8.62e-16,319.00,*,10.155,10.155,7.68e+11,
1358,J1806-1920,0.879791,1.70e-17,683.00,*,12.798,12.798,1.24e+11,
1359,J1806-2125,0.481825,1.18e-13,747.00,*,4.887,4.887,7.63e+12,
1360,J1807+0756,0.464300,1.29e-16,89.29,*,7.914,7.914,2.48e+11,
1361,J1807-0847,0.163727,2.88e-17,112.38,*,1.500,2.700,6.95e+10,
1362,J1807-2557,2.764195,4.99e-15,385.00,*,18.555,18.555,3.76e+12,
1363,J1807-2715,0.827786,1.22e-14,312.50,*,15.321,15.321,3.21e+12,
1364,J1808-0813,0.876045,1.24e-15,150.86,*,3.972,3.972,1.05e+12,
1365,J1808-1020,0.596993,7.72e-16,225.30,*,8.075,8.075,6.87e+11,
1366,J1808-1517,0.544550,2.68e-15,206.97,*,4.306,4.306,1.22e+12,
1367,J1808-1726,0.241035,1.16e-17,536.00,*,14.163,14.163,5.36e+10,
1368,J1808-2024,7.555920,5.49e-10,*,*,13.000,*,2.06e+15,
1369,J1808-2057,0.918410,1.71e-14,606.80,*,4.586,4.586,4.01e+12,
1370,J1808-2701,2.457882,6.58e-14,95.00,*,2.705,2.705,1.29e+13,
1371,J1808-3249,0.364917,7.04e-15,147.29,*,6.276,6.276,1.62e+12,
1372,J1809-0119,0.744976,2.29e-15,138.30,*,11.085,11.085,1.32e+12,
1373,J1809-0743,0.313886,1.52e-16,240.70,*,13.998,13.998,2.21e+11,
1374,J1809-1429,0.895289,5.20e-15,409.28,*,17.144,17.144,2.18e+12,
1375,J1809-1850,1.124481,1.06e-14,598.00,*,4.667,4.667,3.49e+12,
1376,J1809-1917,0.082764,2.55e-14,197.30,*,3.269,3.269,1.47e+12,
1377,J1809-1943,5.540743,2.83e-12,178.00,*,3.600,3.153,1.27e+14,
1378,J1809-2004,0.434811,7.28e-15,867.10,*,5.227,5.227,1.80e+12,
1379,J1809-2109,0.702417,3.82e-15,381.62,*,4.122,4.122,1.66e+12,
1380,J1809-2332,0.146789,3.44e-14,*,*,0.880,*,2.27e+12,
1381,J1809-3547,0.860388,1.20e-16,193.84,*,22.565,22.565,3.25e+11,
1382,J1810+0705,0.307683,2.42e-16,79.42,*,5.453,5.453,2.76e+11,
1383,J1810-1441,0.217214,2.39e-17,304.90,*,6.755,6.755,7.29e+10,
1384,J1810-1709,1.161133,3.33e-16,670.00,*,14.520,14.520,6.29e+11,
1385,J1810-1820,0.153716,5.22e-17,452.00,*,4.237,4.237,9.07e+10,
1386,J1810-2005,0.032822,1.47e-19,240.72,ELL1,3.513,3.513,2.23e+09,
1387,J1810-5338,0.261050,3.86e-16,45.00,*,1.648,1.648,3.21e+11,
1388,J1811+0702,0.461713,2.69e-15,57.80,*,2.965,2.965,1.13e+12,
1389,J1811-0154,0.924946,1.60e-15,147.79,*,11.112,11.112,1.23e+12,
1390,J1811-1049,2.623859,8.00e-16,253.30,*,8.666,8.666,1.47e+12,
1391,J1811-1717,0.391385,1.20e-16,545.50,*,5.184,5.184,2.19e+11,
1392,J1811-1736,0.104182,9.01e-19,473.93,BT,4.419,4.419,9.80e+09,
1393,J1811-1835,0.557464,6.31e-15,761.00,*,4.933,4.933,1.90e+12,
1394,J1811-1925,0.064667,4.40e-14,*,*,5.000,*,1.71e+12,
1395,J1811-2439,0.415813,2.97e-16,167.20,*,3.756,3.756,3.56e+11,
1396,J1811-4930,1.432705,2.25e-15,44.57,*,1.447,1.447,1.82e+12,
1397,J1812+0226,0.793903,3.60e-15,104.14,*,7.187,7.187,1.71e+12,
1398,J1812-1718,1.205374,1.91e-14,251.40,*,3.659,3.659,4.85e+12,
1399,J1812-1733,0.538341,9.82e-16,509.80,*,4.514,4.514,7.36e+11,
1400,J1812-1910,0.430991,3.77e-14,892.00,*,5.920,5.920,4.08e+12,
1401,J1812-20,1.903112,2.40e-16,457.00,*,11.214,11.214,6.84e+11,
1402,J1812-2102,1.223352,2.39e-14,547.20,*,14.443,14.443,5.47e+12,
1403,J1812-2526,0.315835,1.77e-16,361.40,*,22.247,22.247,2.40e+11,
1404,J1812-2748,0.236983,3.16e-16,104.00,*,2.940,2.940,2.77e+11,
1405,J1812-3039,0.587477,6.60e-16,141.40,*,5.474,5.474,6.30e+11,
1406,J1813+1822,0.336425,2.10e-17,60.80,*,4.988,4.988,8.51e+10,
1407,J1813+4013,0.931089,2.55e-15,41.56,*,4.915,4.915,1.56e+12,
1408,J1813-1246,0.048072,1.76e-14,*,*,2.635,*,9.30e+11,
1409,J1813-1749,0.044741,1.27e-13,1087.00,*,6.147,6.147,2.41e+12,
1410,J1813-2113,0.426468,2.08e-15,459.08,*,14.819,14.819,9.53e+11,
1411,J1813-2242,0.328514,4.78e-17,333.00,*,12.475,12.475,1.27e+11,
1412,J1814+1130,0.751261,1.66e-15,65.00,*,4.151,4.151,1.13e+12,
1413,J1814-0521,1.014219,8.84e-16,130.60,*,4.211,4.211,9.58e+11,
1414,J1814-0618,1.377868,2.92e-16,168.00,*,5.990,5.990,6.42e+11,
1415,J1814-1649,0.957464,6.33e-15,782.00,*,5.205,5.205,2.49e+12,
1416,J1814-1744,3.975905,7.45e-13,820.00,*,5.118,5.118,5.51e+13,
1417,J1815+5546,0.426844,9.47e-17,59.00,*,25.000,25.000,2.03e+11,
1418,J1815-1738,0.198457,7.78e-14,724.60,*,4.887,4.887,3.98e+12,
1419,J1815-1910,1.249924,3.63e-14,547.80,*,6.133,6.133,6.82e+12,
1420,J1816-0755,0.217643,6.48e-15,117.90,*,3.152,3.152,1.20e+12,
1421,J1816-1446,0.594500,1.33e-15,629.00,*,10.089,10.089,8.98e+11,
1422,J1816-1729,0.782320,7.26e-15,523.00,*,4.442,4.442,2.41e+12,
1423,J1816-2650,0.592885,6.65e-17,128.12,*,3.592,3.592,2.01e+11,
1424,J1816-5643,0.217923,1.93e-18,52.40,*,2.580,2.580,2.08e+10,
1425,J1817-1511,0.224604,1.43e-15,970.00,*,7.345,7.345,5.74e+11,
1426,J1817-1742,0.149744,2.06e-14,*,*,*,*,1.78e+12,
1427,J1817-1938,2.046838,3.60e-16,519.60,*,17.004,17.004,8.69e+11,
1428,J1817-3618,0.387019,2.02e-15,94.20,*,4.399,4.399,8.95e+11,
1429,J1817-3837,0.384487,5.78e-16,102.73,*,6.086,6.086,4.77e+11,
1430,J1818-0151,0.837535,9.11e-15,209.00,*,17.391,17.391,2.79e+12,
1431,J1818-1116,0.544800,3.82e-15,422.00,*,13.004,13.004,1.46e+12,
1432,J1818-1422,0.291489,2.04e-15,619.65,*,5.439,5.439,7.80e+11,
1433,J1818-1448,0.281371,6.15e-15,644.00,*,4.996,4.996,1.33e+12,
1434,J1818-1519,0.939690,4.11e-15,845.00,*,5.361,5.361,1.99e+12,
1435,J1818-1541,0.551134,9.67e-15,690.00,*,4.792,4.792,2.34e+12,
1436,J1818-1556,0.952709,7.06e-16,230.00,*,3.464,3.464,8.30e+11,
1437,J1818-1607,1.363492,4.18e-11,699.20,*,4.808,4.808,2.42e+14,
1438,J1819+0322,0.799166,1.27e-16,98.67,*,5.842,5.842,3.23e+11,
1439,J1819+1305,1.060364,3.61e-16,64.81,*,4.047,4.047,6.26e+11,
1440,J1819-0925,0.852049,3.17e-15,379.62,*,13.935,13.935,1.66e+12,
1441,J1819-1008,0.301490,1.32e-15,404.00,*,13.539,13.539,6.39e+11,
1442,J1819-1114,0.294163,5.64e-16,309.70,*,5.799,5.799,4.12e+11,
1443,J1819-1131,1.388137,7.61e-16,578.00,*,16.393,16.393,1.04e+12,
1444,J1819-1318,1.515696,5.97e-16,35.10,*,0.812,0.812,9.63e+11,
1445,J1819-1408,1.788490,2.59e-15,1075.00,*,8.967,8.967,2.18e+12,
1446,J1819-1458,4.263213,5.63e-13,196.00,*,3.301,3.301,4.96e+13,
1447,J1819-1510,0.226539,7.85e-18,418.14,*,4.123,4.123,4.27e+10,
1448,J1819-1717,0.393522,3.45e-15,405.00,*,4.792,4.792,1.18e+12,
1449,J1820-0427,0.598083,6.33e-15,84.47,*,2.700,2.918,1.97e+12,
1450,J1820-0509,0.337321,9.32e-16,102.11,*,3.291,3.291,5.67e+11,
1451,J1820-1346,0.921460,4.50e-15,771.00,*,5.837,5.837,2.06e+12,
1452,J1820-1529,0.333254,3.79e-14,768.50,*,5.195,5.195,3.60e+12,
1453,J1820-1818,0.309905,9.36e-17,436.38,*,14.053,14.053,1.72e+11,
1454,J1821+0155,0.033781,2.90e-20,51.75,*,1.722,1.722,1.00e+09,
1455,J1821+1715,1.366682,8.71e-16,60.28,*,4.140,4.140,1.10e+12,
1456,J1821+4147,1.261857,1.73e-15,40.67,*,4.427,4.427,1.49e+12,
1457,J1821-0256,0.414111,3.72e-17,84.00,*,3.160,3.160,1.26e+11,
1458,J1821-0331,0.902316,2.53e-15,171.50,*,7.555,7.555,1.53e+12,
1459,J1821-1419,1.656010,8.95e-13,1123.00,*,6.129,6.129,3.89e+13,
1460,J1821-1432,1.915131,5.37e-15,570.00,*,4.540,4.540,3.25e+12,
1461,J1822+0705,1.362817,1.75e-15,62.20,*,2.872,2.872,1.56e+12,
1462,J1822+1120,1.787037,2.35e-15,95.20,*,7.776,7.776,2.07e+12,
1463,J1822+2617,0.591418,7.98e-16,64.70,*,7.861,7.861,6.95e+11,
1464,J1822-0719,0.499076,1.90e-17,199.00,*,4.611,4.611,9.85e+10,
1465,J1822-0848,0.834839,1.35e-16,186.30,BT,3.826,3.826,3.40e+11,
1466,J1822-0902,0.148895,1.78e-14,448.10,*,15.672,15.672,1.65e+12,
1467,J1822-0907,0.974700,3.55e-16,467.00,*,16.079,16.079,5.96e+11,
1468,J1822-1252,2.071040,8.48e-14,925.00,*,6.405,6.405,1.34e+13,
1469,J1822-1400,0.214771,9.07e-16,649.27,*,4.754,4.754,4.47e+11,
1470,J1822-1604,8.437721,2.14e-14,*,*,*,*,1.36e+13,
1471,J1822-1617,0.831156,1.89e-15,647.00,*,14.878,14.878,1.27e+12,
1472,J1822-2256,1.874269,1.35e-15,121.20,*,3.261,3.261,1.61e+12,
1473,J1822-4209,0.456512,4.56e-16,72.51,*,3.637,3.637,4.62e+11,
1474,J1823+0550,0.752907,2.27e-16,66.78,*,2.000,3.084,4.18e+11,
1475,J1823-0154,0.759778,1.13e-15,135.79,*,5.263,5.263,9.38e+11,
1476,J1823-1115,0.279829,1.38e-15,428.59,BT,5.352,5.352,6.29e+11,
1477,J1823-1126,1.846534,3.65e-14,607.00,*,9.272,9.272,8.31e+12,
1478,J1823-1347,0.617107,9.60e-15,1044.00,*,5.873,5.873,2.46e+12,
1479,J1823-1526,1.625405,4.52e-15,611.00,*,8.153,8.153,2.74e+12,
1480,J1823-1807,1.636792,2.79e-16,330.00,*,10.149,10.149,6.83e+11,
1481,J1823-3021B,0.378596,2.99e-17,87.01,*,8.020,3.152,1.08e+11,
1482,J1823-3021C,0.405936,2.24e-16,86.90,*,8.020,3.146,3.05e+11,
1483,J1823-3106,0.284057,2.93e-15,50.29,*,1.586,1.586,9.23e+11,
1484,J1824-0127,2.499470,3.91e-15,63.00,*,2.214,2.214,3.16e+12,
1485,J1824-0132,0.223729,2.82e-17,79.00,*,3.176,3.176,8.04e+10,
1486,J1824-1118,0.435759,3.55e-15,601.31,*,5.978,5.978,1.26e+12,
1487,J1824-1159,0.362492,5.38e-15,462.96,*,4.457,4.457,1.41e+12,
1488,J1824-1350,1.396599,6.07e-16,551.00,*,4.693,4.693,9.32e+11,
1489,J1824-1423,0.359394,3.92e-16,427.63,*,4.548,4.548,3.80e+11,
1490,J1824-1500,0.412230,7.58e-16,571.00,*,6.073,6.073,5.66e+11,
1491,J1824-1945,0.189337,5.24e-15,224.26,*,3.700,5.585,1.01e+12,
1492,J1824-2233,1.161743,3.01e-16,156.50,*,4.597,4.597,5.98e+11,
1493,J1824-2328,1.505875,1.74e-15,195.40,*,8.965,8.965,1.64e+12,
1494,J1824-2537,0.223320,4.40e-16,158.50,*,7.301,7.301,3.17e+11,
1495,J1825+0004,0.778950,8.76e-16,56.62,*,1.861,1.861,8.36e+11,
1496,J1825-0935,0.769021,5.24e-14,19.38,*,0.300,0.260,6.42e+12,
1497,J1825-1108,1.925872,1.90e-15,121.00,*,2.750,2.750,1.94e+12,
1498,J1825-1446,0.279206,2.27e-14,352.23,*,4.441,4.441,2.55e+12,
1499,J1826-1131,2.093141,4.91e-15,319.40,*,3.972,3.972,3.24e+12,
1500,J1826-1256,0.110239,1.21e-13,*,*,1.550,*,3.69e+12,
1501,J1826-1334,0.101487,7.53e-14,231.73,*,3.608,3.608,2.80e+12,
1502,J1826-1419,0.770620,8.78e-15,160.00,*,3.243,3.243,2.63e+12,
1503,J1826-1526,0.382073,1.08e-15,530.00,*,14.925,14.925,6.51e+11,
1504,J1827-0750,0.270503,1.54e-15,374.99,*,9.819,9.819,6.54e+11,
1505,J1827-0934,0.512548,7.23e-15,259.20,*,4.068,4.068,1.95e+12,
1506,J1827-0958,0.245757,1.00e-15,430.00,*,5.023,5.023,5.02e+11,
1507,J1827-1446,0.499187,4.53e-14,*,*,*,*,4.81e+12,
1508,J1828+1221,1.528295,1.75e-15,69.10,*,3.849,3.849,1.65e+12,
1509,J1828+1359,0.741640,7.29e-16,56.00,*,2.754,2.754,7.44e+11,
1510,J1828-0611,0.269416,1.46e-15,363.35,*,12.118,12.118,6.34e+11,
1511,J1828-1007,0.153197,6.13e-16,302.60,*,4.014,4.014,3.10e+11,
1512,J1828-1057,0.246333,2.07e-14,249.00,*,3.648,3.648,2.28e+12,
1513,J1828-1101,0.072062,1.48e-14,605.40,*,4.770,4.770,1.05e+12,
1514,J1828-1336,0.860332,9.92e-16,494.70,*,7.951,7.951,9.35e+11,
1515,J1828-2119,0.514523,1.27e-15,268.00,*,17.964,17.964,8.17e+11,
1516,J1829+0000,0.199147,5.25e-16,116.80,*,4.353,4.353,3.27e+11,
1517,J1829+2456,0.041010,5.25e-20,13.70,BT,0.909,0.909,1.48e+09,
1518,J1829-0734,0.318404,4.80e-15,317.64,*,6.111,6.111,1.25e+12,
1519,J1829-1751,0.307138,5.55e-15,216.83,*,5.937,5.937,1.32e+12,
1520,J1830-0052,0.345698,2.37e-16,220.40,*,10.252,10.252,2.89e+11,
1521,J1830-0131,0.457539,6.28e-15,97.77,*,3.547,3.547,1.72e+12,
1522,J1830-1059,0.405094,5.99e-14,159.70,*,3.146,3.146,4.99e+12,
1523,J1830-1135,6.221553,4.77e-14,257.00,*,3.757,3.757,1.74e+13,
1524,J1830-1313,0.747188,1.71e-15,537.00,*,12.624,12.624,1.15e+12,
1525,J1830-1414,0.771493,7.62e-17,393.60,*,10.101,10.101,2.45e+11,
1526,J1831-0823,0.612133,3.14e-16,246.27,*,3.888,3.888,4.43e+11,
1527,J1831-0941,0.300872,8.56e-14,370.10,*,4.171,4.171,5.14e+12,
1528,J1831-0952,0.067267,8.32e-15,247.00,*,3.683,3.683,7.57e+11,
1529,J1831-1223,2.857941,5.47e-15,342.00,*,4.876,4.876,4.00e+12,
1530,J1831-1329,2.165679,2.99e-15,338.00,*,6.314,6.314,2.57e+12,
1531,J1831-1423,0.507945,1.09e-15,352.00,*,10.124,10.124,7.55e+11,
1532,J1832+0029,0.533918,1.55e-15,32.70,*,1.120,1.120,9.21e+11,
1533,J1832-0644,0.744321,3.70e-14,573.04,*,10.215,10.215,5.31e+12,
1534,J1832-0827,0.647326,6.39e-14,301.19,*,5.200,4.048,6.51e+12,
1535,J1832-1021,0.330354,4.20e-15,474.14,*,4.690,4.690,1.19e+12,
1536,J1833-0209,0.291931,2.75e-15,325.40,*,13.414,13.414,9.07e+11,
1537,J1833-0338,0.686739,4.16e-14,234.37,*,2.300,5.171,5.41e+12,
1538,J1833-0556,1.521545,1.27e-15,461.00,*,9.389,9.389,1.41e+12,
1539,J1833-0559,0.483459,1.23e-14,346.70,*,6.829,6.829,2.47e+12,
1540,J1833-0827,0.085291,9.18e-15,409.75,*,4.500,4.377,8.95e+11,
1541,J1833-0831,7.565408,3.43e-12,*,*,*,*,1.63e+14,
1542,J1833-1034,0.061884,2.02e-13,169.50,*,4.100,3.355,3.58e+12,
1543,J1833-1055,0.633640,5.27e-16,543.00,*,7.698,7.698,5.85e+11,
1544,J1833-6023,1.889436,2.70e-16,35.00,*,1.336,1.336,7.23e+11,
1545,J1834-0010,0.520954,1.05e-17,88.65,ELL1,3.351,3.351,7.49e+10,
1546,J1834-0031,0.329532,4.49e-16,155.10,*,4.675,4.675,3.89e+11,
1547,J1834-0426,0.290108,7.19e-17,79.31,*,2.503,2.503,1.46e+11,
1548,J1834-0602,0.487914,1.83e-15,445.00,*,6.337,6.337,9.56e+11,
1549,J1834-0633,0.317315,6.04e-16,707.00,*,8.355,8.355,4.43e+11,
1550,J1834-0731,0.512995,5.82e-14,288.30,*,4.071,4.071,5.53e+12,
1551,J1834-0742,0.788374,3.24e-14,536.70,*,4.867,4.867,5.12e+12,
1552,J1834-0812,0.491142,9.96e-15,1020.00,*,5.953,5.953,2.24e+12,
1553,J1834-0845,2.482302,7.96e-12,*,*,*,*,1.42e+14,
1554,J1834-1202,0.610259,7.05e-18,342.90,*,6.123,6.123,6.64e+10,
1555,J1834-1710,0.358306,4.69e-17,123.80,*,3.406,3.406,1.31e+11,
1556,J1834-1855,1.465656,1.93e-15,185.20,*,8.116,8.116,1.70e+12,
1557,J1835-0349,0.841865,3.06e-15,269.60,*,5.510,5.510,1.62e+12,
1558,J1835-0522,1.087749,4.73e-16,456.00,*,8.790,8.790,7.26e+11,
1559,J1835-0600,2.221787,8.43e-15,780.00,*,10.639,10.639,4.38e+12,
1560,J1835-0643,0.305830,4.05e-14,464.80,*,5.021,5.021,3.56e+12,
1561,J1835-0847,0.846494,4.85e-16,850.00,*,6.143,6.143,6.48e+11,
1562,J1835-0924,0.859192,2.14e-14,471.00,*,5.043,5.043,4.34e+12,
1563,J1835-09242,0.235249,1.18e-17,500.00,*,5.062,5.062,5.34e+10,
1564,J1835-0928,0.621734,9.69e-16,450.00,*,4.881,4.881,7.85e+11,
1565,J1835-0944,0.145347,4.38e-15,276.20,*,4.215,4.215,8.08e+11,
1566,J1835-0946,0.379536,4.32e-17,193.30,*,3.633,3.633,1.30e+11,
1567,J1835-1020,0.302452,5.92e-15,115.66,*,2.906,2.906,1.35e+12,
1568,J1835-1106,0.165918,2.06e-14,132.68,*,3.160,3.160,1.87e+12,
1569,J1835-1548,0.670486,1.74e-15,327.00,*,19.573,19.573,1.09e+12,
1570,J1836+0915,0.541178,1.46e-17,36.37,*,1.366,1.366,9.00e+10,
1571,J1836+5925,0.173264,1.50e-15,*,*,0.300,*,5.16e+11,
1572,J1836-0436,0.354238,1.66e-15,231.45,*,4.358,4.358,7.76e+11,
1573,J1836-0517,0.457245,1.30e-15,564.00,*,8.312,8.312,7.81e+11,
1574,J1836-1008,0.562721,1.18e-14,315.94,*,5.328,5.328,2.61e+12,
1575,J1836-1324,0.178756,1.04e-15,157.33,*,3.638,3.638,4.36e+11,
1576,J1837+0033,0.418131,2.27e-17,187.40,*,5.504,5.504,9.87e+10,
1577,J1837+0053,0.473513,3.77e-17,124.00,*,4.219,4.219,1.35e+11,
1578,J1837+1221,1.963536,6.19e-15,100.24,*,6.603,6.603,3.53e+12,
1579,J1837-0045,0.617038,1.69e-15,86.73,*,3.145,3.145,1.03e+12,
1580,J1837-0219,0.272349,2.19e-15,306.33,*,6.650,6.650,7.81e+11,
1581,J1837-0559,0.201065,3.31e-15,317.98,*,4.309,4.309,8.26e+11,
1582,J1837-0604,0.096313,4.49e-14,460.00,*,4.768,4.768,2.10e+12,
1583,J1837-0653,1.905809,7.72e-16,315.41,*,4.137,4.137,1.23e+12,
1584,J1837-0822,1.099196,1.21e-16,506.00,BT,5.239,5.239,3.69e+11,
1585,J1837-1243,1.876019,3.65e-14,300.00,*,8.268,8.268,8.38e+12,
1586,J1837-1837,0.618361,5.52e-15,100.96,*,3.232,3.232,1.87e+12,
1587,J1838+1523,0.549161,2.03e-17,68.26,*,3.514,3.514,1.07e+11,
1588,J1838+1650,1.901967,2.68e-15,32.95,*,1.541,1.541,2.28e+12,
1589,J1838-0107,0.444426,5.46e-18,268.90,*,6.126,6.126,4.98e+10,
1590,J1838-0453,0.380866,1.16e-13,617.20,*,6.629,6.629,6.74e+12,
1591,J1838-0537,0.145754,4.51e-13,*,*,*,*,8.20e+12,
1592,J1838-0549,0.235311,3.34e-14,276.60,*,4.061,4.061,2.84e+12,
1593,J1838-0624,0.927178,7.74e-17,424.00,*,4.545,4.545,2.71e+11,
1594,J1838-0655,0.070498,4.92e-14,*,*,6.600,*,1.88e+12,
1595,J1838-1046,1.218354,3.08e-15,209.30,*,4.135,4.135,1.96e+12,
1596,J1838-1849,0.488242,4.00e-17,169.90,*,8.397,8.397,1.41e+11,
1597,J1839-0141,0.933266,5.94e-15,293.20,*,6.074,6.074,2.38e+12,
1598,J1839-0223,1.266790,4.76e-15,330.00,*,6.228,6.228,2.49e+12,
1599,J1839-0321,0.238782,1.25e-14,450.50,*,7.850,7.850,1.75e+12,
1600,J1839-0332,2.675682,4.76e-15,195.10,*,4.042,4.042,3.61e+12,
1601,J1839-0402,0.520940,7.69e-15,236.60,*,4.230,4.230,2.03e+12,
1602,J1839-0436,0.149461,8.10e-16,292.70,*,4.483,4.483,3.52e+11,
1603,J1839-0459,0.585319,3.31e-15,237.00,*,3.945,3.945,1.41e+12,
1604,J1839-0627,0.484914,1.32e-16,92.49,*,2.531,2.531,2.56e+11,
1605,J1839-0643,0.449548,3.64e-15,493.50,*,4.804,4.804,1.29e+12,
1606,J1839-0905,0.418975,2.60e-14,344.50,*,6.827,6.827,3.34e+12,
1607,J1839-1238,1.911431,4.95e-15,173.85,*,4.071,4.071,3.11e+12,
1608,J1840+0214,0.797478,8.29e-15,182.40,*,5.846,5.846,2.60e+12,
1609,J1840+2843,0.686102,1.04e-17,63.70,*,6.211,6.211,8.53e+10,
1610,J1840+5640,1.652862,1.49e-15,26.77,*,1.580,2.189,1.59e+12,
1611,J1840-0445,0.422316,1.13e-14,379.00,*,4.557,4.557,2.21e+12,
1612,J1840-0559,0.859368,9.60e-15,319.10,*,4.225,4.225,2.91e+12,
1613,J1840-0626,1.893353,2.30e-14,748.00,*,5.728,5.728,6.68e+12,
